ID,Test Name,Year,Session,Subject,Number,Question,image,law,Option 1,Option 2,Option 3,Option 4,Answer,문제번호,모델명,총문제수,정답수,추출실패,정확도(%),총소요시간(초),문제당평균시간(초),입력토큰,출력토큰,총토큰,비용수준,비용($),예측답,정답여부,모델응답,프롬프트
33,방재기사,2020,3,방재시설,32,하천의 하상경사가 급하고 저수지의 관리수위이하의 저수율을 보유하고 있는 하천 시점부의 농경지에서의 취약한 재해유형은?,text_only,,하천재해,가뭄재해,내수재해,토사재해,2,33,Claude Sonnet 4,136,20,4,60.61,67.05,2.08,147,10,157,중간,0.000591,N/A,False,문제를 분석해보,"문제: 하천의 하상경사가 급하고 저수지의 관리수위이하의 저수율을 보유하고 있는 하천 시점부의 농경지에서의 취약한 재해유형은?

선택지:
1. 하천재해
2. 가뭄재해
3. 내수재해
4. 토사재해

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
34,방재기사,2020,3,방재시설,29,하천설계 시 하천제방에 대한 설계기준의 설명으로 틀린것은?,text_only,,제방고는 계획홍수위에 여유고를 더한 높이 이상으로 한다,파랑고가 여유고보다 높은 경우는 파랑고를 여유고로 한다,계획홍수량이 200 m$^3$/sec 미만인경우 여유고는 0.6m이상으로 한다,계획홍수량이 200 m$^3$/sec 미만인경우 둑마루폭은 3.0m이상으로 한다,4,34,Claude Sonnet 4,136,20,4,58.82,69.06,2.01,241,5,246,중간,0.000798,3,False,3,"문제: 하천설계 시 하천제방에 대한 설계기준의 설명으로 틀린것은?

선택지:
1. 제방고는 계획홍수위에 여유고를 더한 높이 이상으로 한다
2. 파랑고가 여유고보다 높은 경우는 파랑고를 여유고로 한다
3. 계획홍수량이 200 m$^3$/sec 미만인경우 여유고는 0.6m이상으로 한다
4. 계획홍수량이 200 m$^3$/sec 미만인경우 둑마루폭은 3.0m이상으로 한다

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
35,방재기사,2021,2,재난관리,4,재난 및 안전관리 기본법령상 자연재난에 해당되지 않는 것은?,text_only,O,태풍,황사,폭염,미세먼지,4,35,Claude Sonnet 4,136,21,4,60.0,71.03,1.97,110,5,115,중간,0.000405,4,True,4,"문제: 재난 및 안전관리 기본법령상 자연재난에 해당되지 않는 것은?

선택지:
1. 태풍
2. 황사
3. 폭염
4. 미세먼지

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
36,방재기사,2021,3,재난관리,13,"재해구호법령상 재난구호를 위한 의연금품 모집 목표액이 10억원일 때, 모집에 필요한 경비의 최고 한도액으로 옳은 것은?",text_only,O,"15,000,000원","20,000,000원","25,000,000원","30,000,000원",2,36,Claude Sonnet 4,136,21,5,58.33,73.13,2.1,154,10,164,중간,0.000612,N/A,False,재해구호법령에 따,"문제: 재해구호법령상 재난구호를 위한 의연금품 모집 목표액이 10억원일 때, 모집에 필요한 경비의 최고 한도액으로 옳은 것은?

선택지:
1. 15,000,000원
2. 20,000,000원
3. 25,000,000원
4. 30,000,000원

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
37,방재기사,2020,3,재해분석,53,"다음의 표를 이용하여 전체면적 5.0km$^2$인 지역의 내수재해 취약요인 분 석시 NRCS방법에 의한 유효우량 산정을 위한 유출 곡선지수(CN)를 옳게 산정한 것은? (단, 유역의 선행토양함수조건은 AMC-Ⅱ이다.)\n\n| 토지이용 | 면적(km$^2$) | 토양형 | 선행토양함수조건 | CN |\n| --- | --- | --- | --- | --- |\n| 공업지역 | 4.0 | A | AMC-Ⅱ | 81 |\n| 불투수지역 | 0.7 | B | AMC-Ⅱ | 98 |\n| 개발중인지역 | 0.3 | C | AMC-Ⅱ | 94 |",text_only,,54.6,81,84.2,91,3,37,Claude Sonnet 4,136,21,6,56.76,75.09,1.96,349,10,359,중간,0.001197,N/A,False,이 문제는 가중평,"문제: 다음의 표를 이용하여 전체면적 5.0km$^2$인 지역의 내수재해 취약요인 분 석시 NRCS방법에 의한 유효우량 산정을 위한 유출 곡선지수(CN)를 옳게 산정한 것은? (단, 유역의 선행토양함수조건은 AMC-Ⅱ이다.)\n\n| 토지이용 | 면적(km$^2$) | 토양형 | 선행토양함수조건 | CN |\n| --- | --- | --- | --- | --- |\n| 공업지역 | 4.0 | A | AMC-Ⅱ | 81 |\n| 불투수지역 | 0.7 | B | AMC-Ⅱ | 98 |\n| 개발중인지역 | 0.3 | C | AMC-Ⅱ | 94 |

선택지:
1. 54.6
2. 81
3. 84.2
4. 91

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
38,방재기사,2020,3,재난관리,19,자연재해대책법령상 재해정보지도에 해당하지 않는 것은?,text_only,O,방재교육형 재해정보지도,보험산정형 재해정보지도,방재정보형 재해정보지도,피난활용형 재해정보지도,2,38,Claude Sonnet 4,136,22,6,57.89,76.98,1.89,141,5,146,중간,0.000498,2,True,2,"문제: 자연재해대책법령상 재해정보지도에 해당하지 않는 것은?

선택지:
1. 방재교육형 재해정보지도
2. 보험산정형 재해정보지도
3. 방재정보형 재해정보지도
4. 피난활용형 재해정보지도

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
39,방재기사,2021,2,재난관리,2,재난 및 안전관리 기본법령상 지역통제단장이 할 수 없는 응급조치는?,text_only,O,진화에 관한 응급조치,현장지휘통신체계의 확보,긴급수송 및 구조수단의 확보,"급수 수단의 확보, 긴급피난처 및 구호품의 확보",4,39,Claude Sonnet 4,136,22,6,56.41,78.76,1.78,168,5,173,중간,0.000579,1,False,1,"문제: 재난 및 안전관리 기본법령상 지역통제단장이 할 수 없는 응급조치는?

선택지:
1. 진화에 관한 응급조치
2. 현장지휘통신체계의 확보
3. 긴급수송 및 구조수단의 확보
4. 급수 수단의 확보, 긴급피난처 및 구호품의 확보

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
40,방재기사,2021,2,방재시설,28,자연재해위험개선지구 정비계획 수립시 검토사항으로 모두 고른 것은?\n\n㉠ 정비사업의 타당성검토\n㉡ 다른 사업과의 중복 및 연계성 여부\n㉢ 정비사업에 따른 지역주민 의견 수렴결과 검토\n㉣ 재해위험개선지구별 경제성 분석등을 통한 투자우선순위검토,text_only,,"㉠, ㉡","㉠, ㉢, ㉣","㉡, ㉢, ㉣","㉠, ㉡, ㉢, ㉣",4,40,Claude Sonnet 4,136,23,6,57.5,80.84,2.08,266,5,271,중간,0.000873,4,True,4,"문제: 자연재해위험개선지구 정비계획 수립시 검토사항으로 모두 고른 것은?\n\n㉠ 정비사업의 타당성검토\n㉡ 다른 사업과의 중복 및 연계성 여부\n㉢ 정비사업에 따른 지역주민 의견 수렴결과 검토\n㉣ 재해위험개선지구별 경제성 분석등을 통한 투자우선순위검토

선택지:
1. ㉠, ㉡
2. ㉠, ㉢, ㉣
3. ㉡, ㉢, ㉣
4. ㉠, ㉡, ㉢, ㉣

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
41,방재기사,2019,5,방재사업,90,"대도시 지역의 건물에 대한 침수면적-피해액 관계식(회귀식 사용)이 상수항은 0.23294, 침수면적항은 0.245s$^2$, 적합도는 0.63으로 나타났다. 다음과 같이 값이 주어지는 경우 대도시 지역의 건물피해 방지편익은 얼마인가? (단, s = 침수면적(ha) / 도시유형별 평균침수면적(ha)이다.)\n\n평균 침수면적 : 875.3ha\n침수면적 : 5.45ha\n평균 침수 피해액 : 206.8백만원\n홍수 빈도율 : 0.556",text_only,,0.2백만원,26.8백만원,48.2백만원,255.0백만원,2,41,Claude Sonnet 4,136,23,7,56.1,82.61,1.78,314,10,324,중간,0.001092,N/A,False,주어진 정보를 정,"문제: 대도시 지역의 건물에 대한 침수면적-피해액 관계식(회귀식 사용)이 상수항은 0.23294, 침수면적항은 0.245s$^2$, 적합도는 0.63으로 나타났다. 다음과 같이 값이 주어지는 경우 대도시 지역의 건물피해 방지편익은 얼마인가? (단, s = 침수면적(ha) / 도시유형별 평균침수면적(ha)이다.)\n\n평균 침수면적 : 875.3ha\n침수면적 : 5.45ha\n평균 침수 피해액 : 206.8백만원\n홍수 빈도율 : 0.556

선택지:
1. 0.2백만원
2. 26.8백만원
3. 48.2백만원
4. 255.0백만원

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
42,방재기사,2021,3,방재시설,40,자연재해저감 종합계획 세부수립기준상 기초자료 조사 중 인문현황 조사의 내용이 아닌 것은?,text_only,O,수문현황,인구현황,산업현황,문화재현황,1,42,Claude Sonnet 4,136,24,7,57.14,84.53,1.92,131,5,136,중간,0.000468,1,True,1,"문제: 자연재해저감 종합계획 세부수립기준상 기초자료 조사 중 인문현황 조사의 내용이 아닌 것은?

선택지:
1. 수문현황
2. 인구현황
3. 산업현황
4. 문화재현황

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
43,방재기사,2021,3,방재시설,33,하천재해의 종류와 위험요인의 연결이 틀린 것은?,text_only,,하천범람 - 계획홍수량 과소 책정,호안유실 - 제방고 및 제방여유고 부족,제방붕괴 - 하천횡단구조물 파괴에 따른 연속 파괴,하천 횡단구조물 파괴 - 교각부 콘크리트 유실,2,43,Claude Sonnet 4,136,25,7,58.14,86.31,1.77,191,5,196,중간,0.000648,2,True,2,"문제: 하천재해의 종류와 위험요인의 연결이 틀린 것은?

선택지:
1. 하천범람 - 계획홍수량 과소 책정
2. 호안유실 - 제방고 및 제방여유고 부족
3. 제방붕괴 - 하천횡단구조물 파괴에 따른 연속 파괴
4. 하천 횡단구조물 파괴 - 교각부 콘크리트 유실

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
44,방재기사,2021,3,재해분석,53,자연재해대책법령상 명시된 지역별 방재성능 목표 설정에 관한 사항으로 ( )에 알맞은 내용은?\n\n? ( ㉠ )는 홍수·호우등으로부터 재해를 예방하기 위한 방재정책 등에 적용하기위하여 처리가능한 시간당 강우량 및 연속 강우량의 목표를 지역별로 설정 운용할수 있도록 관계 중앙 행정기관장과 협의하여 방재성능목표를 설정기준을 마련하고 이를 특별시장·광역시장 시장 및 군수에게 통보하여야 한다.\n? 방재성능목표 설정 기준을 특별시장 광역시장 시장 및 군수는 해당 특별시 광역시(광역시에 속하는 군은 제외한다) 시 및 군에 대한 ( ㉡ )년 단위의 지역별 방재성능목표를 설정 공표하고 운용하여야 한다.,text_only,O,"㉠ 행정안전부장관, ㉡ 5년","㉠ 지방자치단체장, ㉡ 5년","㉠ 행정안전부장관, ㉡ 10년","㉠ 지방자치단체장, ㉡ 10년",3,44,Claude Sonnet 4,136,25,7,56.82,88.25,1.94,484,5,489,중간,0.001527,1,False,1,"문제: 자연재해대책법령상 명시된 지역별 방재성능 목표 설정에 관한 사항으로 ( )에 알맞은 내용은?\n\n? ( ㉠ )는 홍수·호우등으로부터 재해를 예방하기 위한 방재정책 등에 적용하기위하여 처리가능한 시간당 강우량 및 연속 강우량의 목표를 지역별로 설정 운용할수 있도록 관계 중앙 행정기관장과 협의하여 방재성능목표를 설정기준을 마련하고 이를 특별시장·광역시장 시장 및 군수에게 통보하여야 한다.\n? 방재성능목표 설정 기준을 특별시장 광역시장 시장 및 군수는 해당 특별시 광역시(광역시에 속하는 군은 제외한다) 시 및 군에 대한 ( ㉡ )년 단위의 지역별 방재성능목표를 설정 공표하고 운용하여야 한다.

선택지:
1. ㉠ 행정안전부장관, ㉡ 5년
2. ㉠ 지방자치단체장, ㉡ 5년
3. ㉠ 행정안전부장관, ㉡ 10년
4. ㉠ 지방자치단체장, ㉡ 10년

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
45,방재기사,2020,3,방재시설,38,자연재해대책법령상 자연재해위험 개선지구 정비계획 수립주기는?,text_only,O,1년,3년,5년,7년,3,45,Claude Sonnet 4,136,26,7,57.78,90.11,1.86,105,5,110,중간,0.00039,3,True,3,"문제: 자연재해대책법령상 자연재해위험 개선지구 정비계획 수립주기는?

선택지:
1. 1년
2. 3년
3. 5년
4. 7년

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
46,방재기사,2020,3,재난관리,18,자연재해대책법령상 재해정보 및 비상지원등에 관한 설명으로 틀린것은?,text_only,O,재난관리책임기관의 장은 자연재해가 발생하면 그 현황을 실시간으로 종합적인 재해정보체계에 입력하여야 한다.,지방자치단체의장은 필요하면 비상대처계획의 수립 실태를 점검할수있다.,해양경찰청은 해상에서의 각종지원 및 수난 구호등에 관한 사항에 대하여 긴급지원계획을 수립하여야 한다.,산업통상자원부장관은 종합 재해정보체계의 효율적인 활용을 위하여 재해정보체계 표준을 개발하여 보급하여야 한다.,4,46,Claude Sonnet 4,136,27,7,58.7,92.44,2.34,315,5,320,중간,0.00102,4,True,4,"문제: 자연재해대책법령상 재해정보 및 비상지원등에 관한 설명으로 틀린것은?

선택지:
1. 재난관리책임기관의 장은 자연재해가 발생하면 그 현황을 실시간으로 종합적인 재해정보체계에 입력하여야 한다.
2. 지방자치단체의장은 필요하면 비상대처계획의 수립 실태를 점검할수있다.
3. 해양경찰청은 해상에서의 각종지원 및 수난 구호등에 관한 사항에 대하여 긴급지원계획을 수립하여야 한다.
4. 산업통상자원부장관은 종합 재해정보체계의 효율적인 활용을 위하여 재해정보체계 표준을 개발하여 보급하여야 한다.

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
47,방재기사,2021,2,재난관리,11,재난 및 안전관리기본법령상 훈련주관기관의 장이 실시하는 재난대비훈련 평가항목으로 명시되지 않는 것은?,text_only,O,재해구호시설물 안전점검 실시,유관기관과의 협력체제 구축실태,장비의 종류·기능 및 수량 등 동원실태,분야별 전문인력 참여도 및 훈련목표 달성정도,1,47,Claude Sonnet 4,136,28,7,59.57,94.34,1.9,199,5,204,중간,0.000672,1,True,1,"문제: 재난 및 안전관리기본법령상 훈련주관기관의 장이 실시하는 재난대비훈련 평가항목으로 명시되지 않는 것은?

선택지:
1. 재해구호시설물 안전점검 실시
2. 유관기관과의 협력체제 구축실태
3. 장비의 종류·기능 및 수량 등 동원실태
4. 분야별 전문인력 참여도 및 훈련목표 달성정도

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
48,방재기사,2021,3,재해대책,68,자연재해위험개선지구 투자우선순위 결정을 위한 비용편익 분석방법 중 간편법(원단위법)에 대한 설명으로 틀린 것은?,text_only,,사업의 경제성이 비교적 높게 평가된다.,하천이나 수계전체의 입장을 고려하지 못한다.,경제성 분석을 위한 소요자료 및 인력소요가 적다.,농작물 피해액을 기준으로 피해계수를적용하므로 예상피해액 산정방법이 간편하다.,1,48,Claude Sonnet 4,136,29,7,60.42,96.37,2.03,241,5,246,중간,0.000798,1,True,1,"문제: 자연재해위험개선지구 투자우선순위 결정을 위한 비용편익 분석방법 중 간편법(원단위법)에 대한 설명으로 틀린 것은?

선택지:
1. 사업의 경제성이 비교적 높게 평가된다.
2. 하천이나 수계전체의 입장을 고려하지 못한다.
3. 경제성 분석을 위한 소요자료 및 인력소요가 적다.
4. 농작물 피해액을 기준으로 피해계수를적용하므로 예상피해액 산정방법이 간편하다.

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
49,방재기사,2021,3,재해대책,64,지역외 저류시설의 구조형식이 아닌 것은?,text_only,,댐식,굴착식,이단식,지하식,3,49,Claude Sonnet 4,136,30,7,61.22,98.27,1.9,100,5,105,중간,0.000375,3,True,3,"문제: 지역외 저류시설의 구조형식이 아닌 것은?

선택지:
1. 댐식
2. 굴착식
3. 이단식
4. 지하식

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
50,방재기사,2019,5,재해대책,75,자연재해위험개선지구 유형이 아닌 것은?,text_only,,침수위험지구,고립위험지구,토사위험지구,붕괴위험지구,3,50,Claude Sonnet 4,136,30,7,60.0,100.13,1.86,112,5,117,중간,0.000411,2,False,2,"문제: 자연재해위험개선지구 유형이 아닌 것은?

선택지:
1. 침수위험지구
2. 고립위험지구
3. 토사위험지구
4. 붕괴위험지구

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
51,방재기사,2020,3,재해분석,54,"다음표를 참조하여 방재분야 표준품셈에 따른 자연재해저감 종합계획 단계에서 해안재해위험지구를 기준으로 하는 단위 업무의 기술사 소요인력은? (단, 해안재해 위험지구는 18개소이다.)\n\n| 구분 | 해안재해위험요인분석 |\n| --- | --- |\n| 단위 | 100개소 100km |\n| | 기술사 | 1.15 |\n| | 특급기술자 | 1.90 |\n| | 고급기술자 | 3.75 |\n| 소요인력(인/일) | 중급기술자 | 4.40 |\n| | 초급기술자 | 2.50 |\n| | 중급숙련자 | 1.90 |",text_only,,0.21인/일,0.45인/일,0.66인/일,1.21인/일,1,51,Claude Sonnet 4,136,30,8,58.82,101.75,1.63,349,10,359,중간,0.001197,N/A,False,주어진 정보를 분,"문제: 다음표를 참조하여 방재분야 표준품셈에 따른 자연재해저감 종합계획 단계에서 해안재해위험지구를 기준으로 하는 단위 업무의 기술사 소요인력은? (단, 해안재해 위험지구는 18개소이다.)\n\n| 구분 | 해안재해위험요인분석 |\n| --- | --- |\n| 단위 | 100개소 100km |\n| | 기술사 | 1.15 |\n| | 특급기술자 | 1.90 |\n| | 고급기술자 | 3.75 |\n| 소요인력(인/일) | 중급기술자 | 4.40 |\n| | 초급기술자 | 2.50 |\n| | 중급숙련자 | 1.90 |

선택지:
1. 0.21인/일
2. 0.45인/일
3. 0.66인/일
4. 1.21인/일

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
52,방재기사,2019,5,방재사업,91,하천치수사업의 경제적 편익으로 직접 편익에 해당하는 것은?,text_only,,침수로 인한 오염 피해 감소효과,교통두절에 의한 물류유통 감소효과,교통두절에 의한 피해 감소효과,농경지 토사 매몰 방지효과,4,52,Claude Sonnet 4,136,31,8,59.62,103.61,1.86,162,5,167,중간,0.000561,4,True,4,"문제: 하천치수사업의 경제적 편익으로 직접 편익에 해당하는 것은?

선택지:
1. 침수로 인한 오염 피해 감소효과
2. 교통두절에 의한 물류유통 감소효과
3. 교통두절에 의한 피해 감소효과
4. 농경지 토사 매몰 방지효과

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
53,방재기사,2022,2,재해대책,68,"자연재해대책법령상 개발사업의 부지면적이 5만제곱미터 미만이거나 개발사업의 길이가 10킬로미터 미만인 개발사업의 재해영향평가의 협의 기간은? (단, 협의기간연장에 관한 사항은 제외한다.)",text_only,O,20일,30일,40일,45일,2,53,Claude Sonnet 4,136,32,8,60.38,105.54,1.93,174,5,179,중간,0.000597,2,True,2,"문제: 자연재해대책법령상 개발사업의 부지면적이 5만제곱미터 미만이거나 개발사업의 길이가 10킬로미터 미만인 개발사업의 재해영향평가의 협의 기간은? (단, 협의기간연장에 관한 사항은 제외한다.)

선택지:
1. 20일
2. 30일
3. 40일
4. 45일

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
54,방재기사,2019,5,방재사업,97,하천의 홍수재해 피해저감을 위한 구조적 대책이 아닌 것은?,text_only,,제방 설치 및 하천개수 공사,하수도 및 배수펌프장 설치,댐 설치,홍수방재 계획 수립,4,54,Claude Sonnet 4,136,33,8,61.11,107.44,1.9,144,5,149,중간,0.000507,4,True,4,"문제: 하천의 홍수재해 피해저감을 위한 구조적 대책이 아닌 것은?

선택지:
1. 제방 설치 및 하천개수 공사
2. 하수도 및 배수펌프장 설치
3. 댐 설치
4. 홍수방재 계획 수립

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
55,방재기사,2021,3,방재사업,84,다음에서 설명하는 시방서는?\n\n시설물의 안전 및 공사시행의 적정성과 품질확보 등을 위해 시설물 별로 정한 표준적인 시공기준으로 모든공사에 공통으로 적용되는 기준의 설명서,text_only,,개방시방서,전문시방서,전용시방서,표준시방서,4,55,Claude Sonnet 4,136,34,8,61.82,109.22,1.78,179,5,184,중간,0.000612,4,True,4,"문제: 다음에서 설명하는 시방서는?\n\n시설물의 안전 및 공사시행의 적정성과 품질확보 등을 위해 시설물 별로 정한 표준적인 시공기준으로 모든공사에 공통으로 적용되는 기준의 설명서

선택지:
1. 개방시방서
2. 전문시방서
3. 전용시방서
4. 표준시방서

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
56,방재기사,2019,5,방재시설,37,방재계획의 기초자료 조사 시 조사항목과 관련자료의 연결로 틀린 것은?,text_only,,지질현황 - 수치지질도,토양특성 - 정밀토양도,지형특성 - 수치지도,주문현황 - 행정지도,4,56,Claude Sonnet 4,136,35,8,62.5,111.05,1.83,150,5,155,중간,0.000525,4,True,4,"문제: 방재계획의 기초자료 조사 시 조사항목과 관련자료의 연결로 틀린 것은?

선택지:
1. 지질현황 - 수치지질도
2. 토양특성 - 정밀토양도
3. 지형특성 - 수치지도
4. 주문현황 - 행정지도

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
57,방재기사,2021,3,재해대책,67,소하천 설계의 내용 중 틀린 것은?,text_only,,수문의설치방향은 제방법선에 직각으로 최대한 간단한구조가 되도록한다.,"수문, 배수통문 등의 설치위치는 하폭이 급변하지 않고 하상변동이 가장 큰 지점으로 선정한다.","집수암거(집수정)의 위치는 보, 교량등과 같은 구조물 인접지점, 하상변동이 크거나 수충부 및 지천 합류부등의 지점은 피한다.","일반적으로 고정보의 본체는 콘크리트구조를 원칙으로 하며, 구조적 안정성을 만족하는 동시에 수리학적으로 유리한 단면으로 설계한다.",2,57,Claude Sonnet 4,136,36,8,63.16,113.27,2.22,316,5,321,중간,0.001023,2,True,2,"문제: 소하천 설계의 내용 중 틀린 것은?

선택지:
1. 수문의설치방향은 제방법선에 직각으로 최대한 간단한구조가 되도록한다.
2. 수문, 배수통문 등의 설치위치는 하폭이 급변하지 않고 하상변동이 가장 큰 지점으로 선정한다.
3. 집수암거(집수정)의 위치는 보, 교량등과 같은 구조물 인접지점, 하상변동이 크거나 수충부 및 지천 합류부등의 지점은 피한다.
4. 일반적으로 고정보의 본체는 콘크리트구조를 원칙으로 하며, 구조적 안정성을 만족하는 동시에 수리학적으로 유리한 단면으로 설계한다.

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
58,방재기사,2021,3,방재시설,30,자연재해위험개선지구 유형에 대한 설명이 바르게 연결된 것은?,text_only,,"유실위험지구 - 산사태, 절개사면 붕괴,낙석 등으로 인한 건축물이나 인명피해가 발생 또는 우려되는 지역","취약방재시설지구 - 배수문, 유수지. 저류지등 방재시설물이 노후화되어 재해발생이 우려되는 시설물",고립위험지구 - 하천의 외수범람 및 내수배제불량으로 인한 침수가 발생하여 피해를 유발하였거나 예상되는 지역,침수위험지구 - 집중호우 및 대설로 인하여 교통이 두절되어 지역주민의 생활에 고통을 주는 지역,2,58,Claude Sonnet 4,136,37,8,63.79,115.23,1.96,321,5,326,중간,0.001038,2,True,2,"문제: 자연재해위험개선지구 유형에 대한 설명이 바르게 연결된 것은?

선택지:
1. 유실위험지구 - 산사태, 절개사면 붕괴,낙석 등으로 인한 건축물이나 인명피해가 발생 또는 우려되는 지역
2. 취약방재시설지구 - 배수문, 유수지. 저류지등 방재시설물이 노후화되어 재해발생이 우려되는 시설물
3. 고립위험지구 - 하천의 외수범람 및 내수배제불량으로 인한 침수가 발생하여 피해를 유발하였거나 예상되는 지역
4. 침수위험지구 - 집중호우 및 대설로 인하여 교통이 두절되어 지역주민의 생활에 고통을 주는 지역

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
59,방재기사,2021,2,재해분석,54,"사면재해 발생 위험요인을 모두 고른 것은?\n\n㉠ 폐광, 송전탑 하부, 임도 불안정\n㉡ 지반 교란 행위\n㉢ 하류로 이송된 토사의 하구부 퇴적에 의한 하구폐쇄\n㉣ 배수시설의 유지관리 소홀",text_only,,"㉠, ㉡, ㉢","㉠, ㉡, ㉣","㉠, ㉢, ㉣","㉡, ㉢, ㉣",2,59,Claude Sonnet 4,136,37,9,62.71,117.15,1.92,242,10,252,중간,0.000876,N/A,False,사면재해 발생 위,"문제: 사면재해 발생 위험요인을 모두 고른 것은?\n\n㉠ 폐광, 송전탑 하부, 임도 불안정\n㉡ 지반 교란 행위\n㉢ 하류로 이송된 토사의 하구부 퇴적에 의한 하구폐쇄\n㉣ 배수시설의 유지관리 소홀

선택지:
1. ㉠, ㉡, ㉢
2. ㉠, ㉡, ㉣
3. ㉠, ㉢, ㉣
4. ㉡, ㉢, ㉣

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
60,방재기사,2022,2,재난관리,10,저수지댐의 안전관리 및 재해예방에 관한 법률 시행령상 재해위험 저수지?댐으로 지정할 수 없는 것은,text_only,O,댐의 상류지역에서 산사태 발생 우려가있는 댐,저수지에 퇴적물이 축적되어 홍수 대응능력이 부족하여 재해가 우려되는 저수지,시설물의 안전 및 유지관에 관한 특별법령에 따른 정밀안전진단 결과 E등급(불량) 판정을 받은 댐,수문학적 안전성이 부족하여 시설물의 안전 및 유지관리에 관한 특별법령에 따른 D등급 판정을 받은 댐 중에서 치수 능력을 증대하기 위한 사업이 진행중인 댐,4,60,Claude Sonnet 4,136,38,9,63.33,119.28,2.13,332,5,337,중간,0.001071,4,True,4,"문제: 저수지댐의 안전관리 및 재해예방에 관한 법률 시행령상 재해위험 저수지?댐으로 지정할 수 없는 것은

선택지:
1. 댐의 상류지역에서 산사태 발생 우려가있는 댐
2. 저수지에 퇴적물이 축적되어 홍수 대응능력이 부족하여 재해가 우려되는 저수지
3. 시설물의 안전 및 유지관에 관한 특별법령에 따른 정밀안전진단 결과 E등급(불량) 판정을 받은 댐
4. 수문학적 안전성이 부족하여 시설물의 안전 및 유지관리에 관한 특별법령에 따른 D등급 판정을 받은 댐 중에서 치수 능력을 증대하기 위한 사업이 진행중인 댐

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
61,방재기사,2020,3,재난관리,12,자연재해대책법령상 방재관리대책대행자(이하 「대행자」라 한다)등록요건에 관한 설명으로 틀린것?,text_only,O,「기술사법」에 따른 기술사무소의 개설자는 대행자로 등록할수있다,기술인력1명이 2종 이상의 기술자격을 보유하고 있는 경우에는 1종 기술자격만 보유한 것으로 본다.,대행자로 등록하려는 자가 이미보유한 기술인력은 대행자등록을 위한 기술인력으로 중복하여 등록할수 있다.,대행자의 기술인력으로 고용된 사람은 지방자치단체등에 이중으로 취업 할수 있다.,4,61,Claude Sonnet 4,136,39,9,63.93,121.09,1.81,303,5,308,중간,0.000984,4,True,4,"문제: 자연재해대책법령상 방재관리대책대행자(이하 「대행자」라 한다)등록요건에 관한 설명으로 틀린것?

선택지:
1. 「기술사법」에 따른 기술사무소의 개설자는 대행자로 등록할수있다
2. 기술인력1명이 2종 이상의 기술자격을 보유하고 있는 경우에는 1종 기술자격만 보유한 것으로 본다.
3. 대행자로 등록하려는 자가 이미보유한 기술인력은 대행자등록을 위한 기술인력으로 중복하여 등록할수 있다.
4. 대행자의 기술인력으로 고용된 사람은 지방자치단체등에 이중으로 취업 할수 있다.

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
62,방재기사,2022,2,재해대책,70,토사유출량 산정시 중량단위 토사유출량은 체적단위 토사유출량으로 환산이 필요하다. 입경0.005mm이상 모래의 구성비가 85%일 때 레인-쾰저(Lane &Koelzer)의 경험식을 적용하면 퇴적토의 단위중량(ton/m$^3$)은?,text_only,,약 0.94,약 1.37,약 1.47,약 1.57,3,62,Claude Sonnet 4,136,39,10,62.9,123.21,2.12,202,10,212,중간,0.000756,N/A,False,레인-쾰저(Lane,"문제: 토사유출량 산정시 중량단위 토사유출량은 체적단위 토사유출량으로 환산이 필요하다. 입경0.005mm이상 모래의 구성비가 85%일 때 레인-쾰저(Lane &Koelzer)의 경험식을 적용하면 퇴적토의 단위중량(ton/m$^3$)은?

선택지:
1. 약 0.94
2. 약 1.37
3. 약 1.47
4. 약 1.57

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
